X1,Date,Total Volume,Total Bags,Small Bags,Large Bags,XLarge Bags,type,region,SmallMediumAvocado,LargeAvocado,ExtraLargeAvocado
2,13.12.15,352369.17,94649.63,87738.34,6908.05,3.24,conventional,Philadelphia,4046_12500.24,4225_244536.03,4770_683.27
3,06.12.15,346896,75010.31,67405.8,7596.24,8.27,conventional,Philadelphia,4046_16536.57,4225_254808.6,4770_540.52
4,29.11.15,275091.78,67938.12,62262.05,5676.07,0,conventional,Philadelphia,4046_11335.64,4225_195284.31,4770_533.71
5,22.11.15,320058.33,80592.91,74840.49,5752.42,0,conventional,Philadelphia,4046_12680.14,4225_226193.52,4770_591.76
6,15.11.15,363548.06,85346.19,78169.59,7176.6,0,conventional,Philadelphia,4046_13989.06,4225_263608.21,4770_604.6
7,08.11.15,374933.8,92267.09,76143.42,16123.67,0,conventional,Philadelphia,4046_13866.99,4225_268320.02,4770_479.7
8,01.11.15,559566.5,90086.72,78873.23,11206.74,6.75,conventional,Philadelphia,4046_15179.56,4225_453729.65,4770_570.57
9,25.10.15,398337.69,94916.51,84288.89,10627.62,0,conventional,Philadelphia,4046_19897.83,4225_283085.98,4770_437.37
10,18.10.15,496236.63,92670.88,83101.65,9569.23,0,conventional,Philadelphia,4046_14369.89,4225_388376.48,4770_819.38
11,11.10.15,373650.83,103675.87,83281.81,20392.37,1.69,conventional,Philadelphia,4046_13073.44,4225_256350.83,4770_550.69
12,04.10.15,388205.8,104610.89,91635.61,12975.28,0,conventional,Philadelphia,4046_14121.46,4225_268719.03,4770_754.42
13,27.09.15,368779.77,97946.15,82669.93,15276.22,0,conventional,Philadelphia,4046_14983.22,4225_255352.91,4770_497.49
14,20.09.15,361361.6,94858.12,84698.03,10160.09,0,conventional,Philadelphia,4046_14832.84,4225_251090.34,4770_580.3
15,13.09.15,454795.64,91927.28,78976.79,12950.49,0,conventional,Philadelphia,4046_15898.8,4225_346217.39,4770_752.17
16,06.09.15,399061.75,97929.43,89096.28,8827.37,5.78,conventional,Philadelphia,4046_16018.81,4225_284480.15,4770_633.36
17,30.08.15,381319.43,95910.31,86293.69,9570.66,45.96,conventional,Philadelphia,4046_14942.34,4225_269812.12,4770_654.66
18,23.08.15,449716.31,90761.35,82479.25,8193.68,88.42,conventional,Philadelphia,4046_21862.51,4225_336374.97,4770_717.48
19,16.08.15,425707.59,86244.48,78393.26,7851.22,0,conventional,Philadelphia,4046_14748.68,4225_324061.94,4770_652.49
20,09.08.15,405555.56,95410.3,88554.27,6856.03,0,conventional,Philadelphia,4046_14929.69,4225_294414.04,4770_801.53
21,02.08.15,399212.29,93959.69,85344.81,8614.88,0,conventional,Philadelphia,4046_15487.29,4225_288809.36,4770_955.95
22,26.07.15,373032.23,103353.68,92024.65,11329.03,0,conventional,Philadelphia,4046_16844.86,4225_251976.91,4770_856.78
23,19.07.15,369973.99,115527.52,103254.89,12272.63,0,conventional,Philadelphia,4046_15791.25,4225_237182.53,4770_1472.69
24,12.07.15,372062.3,121261.71,109196.16,11757.42,308.13,conventional,Philadelphia,4046_15106.58,4225_233808.22,4770_1885.79
25,05.07.15,460459.45,136666.84,122252.96,14370.22,43.66,conventional,Philadelphia,4046_16232.83,4225_306535.67,4770_1024.11
26,28.06.15,378931.1,127826.72,111168.32,16658.4,0,conventional,Philadelphia,4046_15520.17,4225_234777.69,4770_806.52
27,21.06.15,456983.44,128855.48,117744.63,11040.67,70.18,conventional,Philadelphia,4046_16066.69,4225_310906.06,4770_1155.21
28,14.06.15,421514.11,150847.4,130970.38,19779.78,97.24,conventional,Philadelphia,4046_16036.91,4225_253565.67,4770_1064.13
29,07.06.15,476827.34,132948.73,116932.41,15941,75.32,conventional,Philadelphia,4046_17117.86,4225_325420.87,4770_1339.88
30,31.05.15,436027.81,146361.56,130734.4,15496.02,131.14,conventional,Philadelphia,4046_18200.08,4225_270397.51,4770_1068.66
31,24.05.15,440574.33,146344.69,129470.64,16871.38,2.67,conventional,Philadelphia,4046_15940.65,4225_277233.41,4770_1055.58
32,17.05.15,388799.73,129556.3,116806.95,12725.41,23.94,conventional,Philadelphia,4046_16905.14,4225_241209,4770_1129.29
33,10.05.15,535922.59,134165.69,118815.58,15350.11,0,conventional,Philadelphia,4046_18571.03,4225_381134.53,4770_2051.34
34,03.05.15,548556.66,124874.01,106616.53,18018.59,238.89,conventional,Philadelphia,4046_27871.95,4225_393975.99,4770_1834.71
35,26.04.15,385541.99,117693.87,100776.04,16917.83,0,conventional,Philadelphia,4046_17337.89,4225_249070.68,4770_1439.55
36,19.04.15,389414.29,128778.14,110321.07,18457.07,0,conventional,Philadelphia,4046_16585.73,4225_242740.8,4770_1309.62
37,12.04.15,335389.56,108780.22,95743.68,13036.54,0,conventional,Philadelphia,4046_15208.07,4225_210183.29,4770_1217.98
38,05.04.15,365947.19,108167.08,94087.03,14028.66,51.39,conventional,Philadelphia,4046_15897.74,4225_240591.74,4770_1290.63
39,29.03.15,339877.09,100706.58,88306.35,12400.23,0,conventional,Philadelphia,4046_15819.32,4225_222182.25,4770_1168.94
40,22.03.15,449261.63,98706.55,85471.81,13234.74,0,conventional,Philadelphia,4046_27380.04,4225_322071,4770_1104.04
41,15.03.15,331456.96,116220.12,102101.2,14118.92,0,conventional,Philadelphia,4046_15055.12,4225_199103.98,4770_1077.74
42,08.03.15,349609.78,121768.61,106813.89,14953.22,1.5,conventional,Philadelphia,4046_19780.09,4225_207010.01,4770_1051.07
43,01.03.15,392412.07,107527.31,93745.13,13782.18,0,conventional,Philadelphia,4046_16329.41,4225_267027.05,4770_1528.3
44,22.02.15,348215.37,117031.82,105513.5,11518.32,0,conventional,Philadelphia,4046_14876.71,4225_214953.17,4770_1353.67
45,15.02.15,335173.17,107117.77,97737.29,9380.48,0,conventional,Philadelphia,4046_15920.85,4225_210874.58,4770_1259.97
46,08.02.15,477875.71,113793.17,100107.79,13683.87,1.51,conventional,Philadelphia,4046_26219.21,4225_336509.39,4770_1353.94
47,01.02.15,569304.8,119325.59,104365.66,14959.93,0,conventional,Philadelphia,4046_30263.22,4225_417993.89,4770_1722.1
48,25.01.15,355645.73,126670.39,110991.22,15679.17,0,conventional,Philadelphia,4046_16112.5,4225_211453.65,4770_1409.19
49,18.01.15,331495.41,105386.55,93250.96,12135.59,0,conventional,Philadelphia,4046_15116.27,4225_209523.15,4770_1469.44
50,11.01.15,315984.22,101558.06,88980,12578.06,0,conventional,Philadelphia,4046_14323.61,4225_198387.14,4770_1715.41
51,04.01.15,407675.56,86647.87,72829.94,13817.93,0,conventional,Philadelphia,4046_24190.91,4225_294715.33,4770_2121.45
0,27.12.15,1137707.43,100891.8,70749.02,30142.78,0,conventional,PhoenixTucson,4046_738314.8,4225_286858.37,4770_11642.46
1,20.12.15,1097224.25,97475.33,72169.92,25305.41,0,conventional,PhoenixTucson,4046_785254.94,4225_204147.3,4770_10346.68
2,13.12.15,907470.09,110082.85,92028.11,18054.74,0,conventional,PhoenixTucson,4046_546182.56,4225_241774.69,4770_9429.99
3,06.12.15,1105500.34,60258.38,60255.64,2.74,0,conventional,PhoenixTucson,4046_760680.02,4225_271207.14,4770_13354.8
4,29.11.15,724915.6,57662.53,57662.53,0,0,conventional,PhoenixTucson,4046_449043.34,4225_208439.29,4770_9770.44
5,22.11.15,737834.48,64644.27,63088.81,1555.46,0,conventional,PhoenixTucson,4046_441712.62,4225_220374.84,4770_11102.75
6,15.11.15,1010132.49,63651.99,63178.2,473.79,0,conventional,PhoenixTucson,4046_690246.77,4225_244820.79,4770_11412.94
7,08.11.15,1102271.52,62686.12,62666.63,19.49,0,conventional,PhoenixTucson,4046_793103.44,4225_234926.57,4770_11555.39
8,01.11.15,907452.21,62363.88,62363.88,0,0,conventional,PhoenixTucson,4046_592066.03,4225_232050.89,4770_20971.41
9,25.10.15,761261.71,64616.17,64585.35,30.82,0,conventional,PhoenixTucson,4046_435986.9,4225_240689.98,4770_19968.66
10,18.10.15,1094731.43,68190.77,68128.99,61.78,0,conventional,PhoenixTucson,4046_728349.92,4225_287934.77,4770_10255.97
11,11.10.15,795732.52,71958.63,71955.82,2.81,0,conventional,PhoenixTucson,4046_382706.67,4225_321487.4,4770_19579.82
12,04.10.15,726095.5,82685.54,82685.54,0,0,conventional,PhoenixTucson,4046_363730.26,4225_269015.75,4770_10663.95
13,27.09.15,664201.67,60035.27,59972.02,63.25,0,conventional,PhoenixTucson,4046_364703.64,4225_229488.26,4770_9974.5
14,20.09.15,892151.19,72211.55,64530.22,7681.33,0,conventional,PhoenixTucson,4046_410147.31,4225_403760.93,4770_6031.4
15,13.09.15,1100901.69,184333.58,74017.75,110315.83,0,conventional,PhoenixTucson,4046_606856.71,4225_294311.71,4770_15399.69
16,06.09.15,1390417.77,153645.11,93116.34,60528.77,0,conventional,PhoenixTucson,4046_937165.6,4225_293505.07,4770_6101.99
17,30.08.15,939785.74,84814.48,84714.7,99.78,0,conventional,PhoenixTucson,4046_610521.08,4225_238518.32,4770_5931.86
18,23.08.15,873856.52,77455.61,75885.27,1570.34,0,conventional,PhoenixTucson,4046_562928.77,4225_228549.09,4770_4923.05
19,16.08.15,1203149.94,134721.67,95992.23,38729.44,0,conventional,PhoenixTucson,4046_836443.14,4225_223690.17,4770_8294.96
20,09.08.15,981975.08,124788.86,79670.22,45118.64,0,conventional,PhoenixTucson,4046_621184.17,4225_228961.24,4770_7040.81
21,02.08.15,946868,124508.92,80224.04,44284.88,0,conventional,PhoenixTucson,4046_611966.36,4225_205131.07,4770_5261.65
22,26.07.15,903242.22,110773.22,77011.19,33762.03,0,conventional,PhoenixTucson,4046_579515.76,4225_204147.69,4770_8805.55
23,19.07.15,928600.19,115356.09,84065.18,31290.91,0,conventional,PhoenixTucson,4046_608209.31,4225_200732.5,4770_4302.29
24,12.07.15,1015567.49,120165.04,84710.72,35134.88,319.44,conventional,PhoenixTucson,4046_689407.92,4225_201234.96,4770_4759.57
25,05.07.15,1456835.79,135007.13,98977.04,36030.09,0,conventional,PhoenixTucson,4046_1096452.67,4225_220124.25,4770_5251.74
26,28.06.15,955510.57,106701.94,84853.81,21848.13,0,conventional,PhoenixTucson,4046_668071.26,4225_176318.03,4770_4419.34
27,21.06.15,1343180.92,122109.28,99129.04,22980.24,0,conventional,PhoenixTucson,4046_1028045.58,4225_188115.35,4770_4910.71
28,14.06.15,1353850.06,122309.95,94240.24,28069.71,0,conventional,PhoenixTucson,4046_1046887.77,4225_180388.89,4770_4263.45
29,07.06.15,1457359.83,122272.51,90030.35,32242.16,0,conventional,PhoenixTucson,4046_1130917.54,4225_199669.94,4770_4499.84
30,31.05.15,1282095.88,111990.65,81585.03,30405.62,0,conventional,PhoenixTucson,4046_981853.86,4225_177850.55,4770_10400.82
31,24.05.15,1261540.03,106093.45,84441.02,21652.43,0,conventional,PhoenixTucson,4046_968755.93,4225_180676.87,4770_6013.78
32,17.05.15,1013049.67,101431.12,77703.34,23727.78,0,conventional,PhoenixTucson,4046_739725.96,4225_167185.6,4770_4706.99
33,10.05.15,1072300.38,108781.92,77196.88,31585.04,0,conventional,PhoenixTucson,4046_775683.37,4225_182956.41,4770_4878.68
34,03.05.15,1268607.36,104421.65,80245,23882.21,294.44,conventional,PhoenixTucson,4046_901701.94,4225_256791.72,4770_5692.05
35,26.04.15,1272428.72,94537.77,76637.06,17900.71,0,conventional,PhoenixTucson,4046_1012900.04,4225_159158.29,4770_5832.62
36,19.04.15,1366844.88,97564.37,44646.67,52917.7,0,conventional,PhoenixTucson,4046_1097285.22,4225_164460.99,4770_7534.3
37,12.04.15,1019280.57,85777.92,39455.85,46322.07,0,conventional,PhoenixTucson,4046_746352.69,4225_181417.77,4770_5732.19
38,05.04.15,1320320.85,82912.63,49271.61,33641.02,0,conventional,PhoenixTucson,4046_1058164.41,4225_172115.69,4770_7128.12
39,29.03.15,1231267.27,67462.2,43759.93,23702.27,0,conventional,PhoenixTucson,4046_998057.91,4225_157108.31,4770_8638.85
40,22.03.15,1089117,60883.78,60874.89,8.89,0,conventional,PhoenixTucson,4046_813326.5,4225_208871.24,4770_6035.48
41,15.03.15,1326720.8,67422.51,67422.51,0,0,conventional,PhoenixTucson,4046_1104002.1,4225_149254.65,4770_6041.54
42,08.03.15,1042159.49,68487.04,68487.04,0,0,conventional,PhoenixTucson,4046_824092.39,4225_143842.58,4770_5737.48
43,01.03.15,1031351.33,64435.76,64435.76,0,0,conventional,PhoenixTucson,4046_755408.34,4225_198955.65,4770_12551.58
44,22.02.15,1163115.49,67730.71,67727.1,3.61,0,conventional,PhoenixTucson,4046_925363.02,4225_163229.81,4770_6791.95
45,15.02.15,1159509.68,71351.98,71344.45,7.53,0,conventional,PhoenixTucson,4046_938840.55,4225_143378.43,4770_5938.72
46,08.02.15,1151157.44,79618.55,79618.55,0,0,conventional,PhoenixTucson,4046_881998.68,4225_184023.21,4770_5517
47,01.02.15,1544750.92,82437.73,82437.73,0,0,conventional,PhoenixTucson,4046_1194635.06,4225_261342.47,4770_6335.66
48,25.01.15,1233503.27,75561.02,75558.47,2.55,0,conventional,PhoenixTucson,4046_1002267.22,4225_150640.9,4770_5034.13
49,18.01.15,1088608.66,70788.61,70788.61,0,0,conventional,PhoenixTucson,4046_811662.62,4225_200514.36,4770_5643.07
50,11.01.15,1110753.05,66305.28,66305.28,0,0,conventional,PhoenixTucson,4046_849580.75,4225_182629.59,4770_12237.43
51,04.01.15,1048062.16,92499.06,92499.06,0,0,conventional,PhoenixTucson,4046_770635.37,4225_178418.32,4770_6509.41
0,27.12.15,73109.9,25060.99,17512.17,7392.15,156.67,conventional,Pittsburgh,4046_1241.48,4225_45856.11,4770_951.32
1,20.12.15,68972.79,26066.51,17094.03,8749.15,223.33,conventional,Pittsburgh,4046_1176.24,4225_40726.41,4770_1003.63
2,13.12.15,65332.74,24468.56,15525.47,8943.09,0,conventional,Pittsburgh,4046_1219.9,4225_38684.45,4770_959.83
3,06.12.15,61870.23,17594.3,8739.98,8854.32,0,conventional,Pittsburgh,4046_1712.54,4225_41481.83,4770_1081.56
4,29.11.15,54779.61,16517.66,7946.78,8570.88,0,conventional,Pittsburgh,4046_1443.95,4225_35859.3,4770_958.7
5,22.11.15,63345.59,18248.33,12552.12,5696.21,0,conventional,Pittsburgh,4046_1584.89,4225_42392.76,4770_1119.61
6,15.11.15,64518.82,19392.22,13712.24,5679.98,0,conventional,Pittsburgh,4046_1179.87,4225_42966.81,4770_979.92
7,08.11.15,123489.29,34534.21,13430.34,21103.87,0,conventional,Pittsburgh,4046_1423.35,4225_85217.83,4770_2313.9
8,01.11.15,81573.97,17835.82,12000.07,5835.75,0,conventional,Pittsburgh,4046_1523.62,4225_60507.97,4770_1706.56
9,25.10.15,69191.72,24616.77,13587.31,11029.46,0,conventional,Pittsburgh,4046_2301.4,4225_40984.47,4770_1289.08
10,18.10.15,70132.85,23740.41,13949.01,9791.4,0,conventional,Pittsburgh,4046_1700.52,4225_43226.31,4770_1465.61
11,11.10.15,84053.56,21715.58,14948.34,6767.24,0,conventional,Pittsburgh,4046_981.32,4225_59821.03,4770_1535.63
12,04.10.15,89538.02,16593.05,13300.88,3292.17,0,conventional,Pittsburgh,4046_1068.04,4225_69555.83,4770_2321.1
13,27.09.15,91558.77,25919.02,14361.09,11557.93,0,conventional,Pittsburgh,4046_815.05,4225_62972.23,4770_1852.47
14,20.09.15,74826.22,28426.96,19393.09,9033.87,0,conventional,Pittsburgh,4046_1137.38,4225_44085.07,4770_1176.81
15,13.09.15,74962.45,29623.33,21080.82,8542.51,0,conventional,Pittsburgh,4046_1340.03,4225_43000.49,4770_998.6
16,06.09.15,114216.62,32403.84,23118.99,9284.85,0,conventional,Pittsburgh,4046_1158.99,4225_78578.82,4770_2074.97
17,30.08.15,74510.02,28656.28,20079.07,8573.41,3.8,conventional,Pittsburgh,4046_1493.6,4225_40727.85,4770_3632.29
18,23.08.15,83196.11,29055.01,18577.69,10477.32,0,conventional,Pittsburgh,4046_1411.93,4225_51014.61,4770_1714.56
19,16.08.15,87687.64,31222.95,21335.31,9887.64,0,conventional,Pittsburgh,4046_1314.23,4225_53769.39,4770_1381.07
20,09.08.15,145930.35,41787.4,26618.86,15168.54,0,conventional,Pittsburgh,4046_1306.17,4225_99815.2,4770_3021.58
21,02.08.15,74680.7,29516.38,23664.27,5852.11,0,conventional,Pittsburgh,4046_1309.11,4225_42703.28,4770_1151.93
22,26.07.15,68936.46,26187.71,20545.66,5642.05,0,conventional,Pittsburgh,4046_1421.76,4225_40238.45,4770_1088.54
23,19.07.15,73321.36,26651.84,23700.61,2951.23,0,conventional,Pittsburgh,4046_1296.93,4225_43696.6,4770_1675.99
24,12.07.15,68846.81,24019.53,21786.27,2221.89,11.37,conventional,Pittsburgh,4046_1229.69,4225_40944.72,4770_2652.87
25,05.07.15,115579.5,41505.82,31488.54,10017.28,0,conventional,Pittsburgh,4046_1635.6,4225_67122.02,4770_5316.06
26,28.06.15,111690.04,43528.03,31542.36,11981.88,3.79,conventional,Pittsburgh,4046_1548.14,4225_62790.32,4770_3823.55
27,21.06.15,88214.04,39029.98,29949.74,9080.24,0,conventional,Pittsburgh,4046_1680.72,4225_43292.93,4770_4210.41
28,14.06.15,92713.49,43460.25,34041.6,9418.65,0,conventional,Pittsburgh,4046_1614.97,4225_44490.6,4770_3147.67
29,07.06.15,84556.54,37523.11,28434.19,9081.46,7.46,conventional,Pittsburgh,4046_1734.03,4225_43816.5,4770_1482.9
30,31.05.15,83007.91,34581.71,24083.06,10498.65,0,conventional,Pittsburgh,4046_1472.2,4225_45514.38,4770_1439.62
31,24.05.15,181169.72,58265.7,26280.32,31985.38,0,conventional,Pittsburgh,4046_2157.12,4225_117543.69,4770_3203.21
32,17.05.15,85405.61,31811.59,24984.5,6827.09,0,conventional,Pittsburgh,4046_1822.43,4225_50365.05,4770_1406.54
33,10.05.15,82110.05,30450.96,23419.51,7031.45,0,conventional,Pittsburgh,4046_2099.7,4225_48280.34,4770_1279.05
34,03.05.15,208821.04,52968.31,24324.24,28644.07,0,conventional,Pittsburgh,4046_5264.18,4225_145405.43,4770_5183.12
35,26.04.15,79976.86,32543.11,22762.11,9781,0,conventional,Pittsburgh,4046_1820.06,4225_44304.28,4770_1309.41
36,19.04.15,75775.26,29235.06,29007.2,227.86,0,conventional,Pittsburgh,4046_1724.93,4225_43528.57,4770_1286.7
37,12.04.15,69339.77,27667.08,27527.96,139.12,0,conventional,Pittsburgh,4046_1734.18,4225_38757.55,4770_1180.96
38,05.04.15,76146.82,23849.53,23652.54,161.52,35.47,conventional,Pittsburgh,4046_2256.74,4225_48395.44,4770_1645.11
39,29.03.15,69747.2,14146.62,14034.79,108.32,3.51,conventional,Pittsburgh,4046_2566.52,4225_51530.22,4770_1503.84
40,22.03.15,68499.85,17814.28,10044.46,7769.82,0,conventional,Pittsburgh,4046_2604.56,4225_46711,4770_1370.01
41,15.03.15,71906.75,23563.41,17661.43,5901.98,0,conventional,Pittsburgh,4046_2450.87,4225_44600.81,4770_1291.66
42,08.03.15,159735.96,37704.08,19742.03,17962.05,0,conventional,Pittsburgh,4046_2148.75,4225_116151.4,4770_3731.73
43,01.03.15,65484.37,24342.77,19985.54,4357.23,0,conventional,Pittsburgh,4046_841.5,4225_39074.28,4770_1225.82
44,22.02.15,70345.39,24832.45,19166.04,5666.41,0,conventional,Pittsburgh,4046_1496.07,4225_42829.11,4770_1187.76
45,15.02.15,60213.79,24336.58,19783.32,4553.26,0,conventional,Pittsburgh,4046_1773.89,4225_32544.28,4770_1559.04
46,08.02.15,66360.74,26110.75,20249.85,5860.9,0,conventional,Pittsburgh,4046_1904.73,4225_37355.04,4770_990.22
47,01.02.15,112065.73,31870.24,20561.48,11308.76,0,conventional,Pittsburgh,4046_2685.5,4225_75345.64,4770_2164.35
48,25.01.15,98722.79,24416.8,17599.77,6817.03,0,conventional,Pittsburgh,4046_1847.59,4225_70060.41,4770_2397.99
49,18.01.15,59312.07,19359.33,12321.55,7037.78,0,conventional,Pittsburgh,4046_2147.08,4225_36730.4,4770_1075.26
50,11.01.15,54644.32,18068.15,12165.94,5902.21,0,conventional,Pittsburgh,4046_1491.88,4225_33759.12,4770_1325.17
51,04.01.15,54956.8,14925.18,11264.8,3660.38,0,conventional,Pittsburgh,4046_3013.04,4225_35456.88,4770_1561.7
0,27.12.15,1306923.23,305294.16,279127.08,24838.63,1328.45,conventional,Plains,4046_571602.6,4225_404837.9,4770_25188.57
1,20.12.15,1139861.64,273908.59,255725.09,16936.24,1247.26,conventional,Plains,4046_497437.17,4225_341262.17,4770_27253.71
2,13.12.15,1472501.13,295915.03,266174.79,28516.98,1223.26,conventional,Plains,4046_695419.91,4225_463238.46,4770_17927.73
3,06.12.15,1245289.61,258550.08,243961.62,13539.44,1049.02,conventional,Plains,4046_579077.46,4225_394656.96,4770_13005.11
4,29.11.15,1099646.06,263489.68,248449.51,14157.64,882.53,conventional,Plains,4046_460759.58,4225_364748.79,4770_10648.01
5,22.11.15,1281613.28,278062.6,260079.65,16838.2,1144.75,conventional,Plains,4046_584490.6,4225_403638.25,4770_15421.83
6,15.11.15,1294866.75,287218.66,270313.26,16012.74,892.66,conventional,Plains,4046_549163.56,4225_441216.08,4770_17268.45
7,08.11.15,1285586.97,284193.27,266376.52,16399.34,1417.41,conventional,Plains,4046_513609.22,4225_467808.56,4770_19975.92
8,01.11.15,1350091.82,279410.25,264897.41,13224.58,1288.26,conventional,Plains,4046_469390.49,4225_584277.22,4770_17013.86
9,25.10.15,1411354.54,252026.43,237398.61,13346.37,1281.45,conventional,Plains,4046_559720.23,4225_583990.89,4770_15616.99
10,18.10.15,1368887.69,272685.3,257340.06,13759.12,1586.12,conventional,Plains,4046_492966.35,4225_588304.97,4770_14931.07
11,11.10.15,1560845.55,261635.43,248699.54,11296.81,1639.08,conventional,Plains,4046_708470.83,4225_576153.62,4770_14585.67
12,04.10.15,1309245.88,235041.31,223134.82,10382.51,1523.98,conventional,Plains,4046_492561.57,4225_566241.35,4770_15401.65
13,27.09.15,1542657.96,233797.53,221484.44,10779.94,1533.15,conventional,Plains,4046_564480.54,4225_729792.24,4770_14587.65
